snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,row,is_doc,list of sources (separated by semicolon),source,snyk version wrong listed,is_fix,How is the fix mentioned? (initial codes); separated by semicolon,fix_pattern,is_uc,is_br,how the breaking change is mentioned? (initial codes); separated by semicolon,breaking_pattern,Additional Comments,external_codes
SNYK-DOTNET-TINYMCE-568936,Cross-site Scripting (XSS),NuGet,tinymce,4.9.7,https://github.com/tinymce/tinymce,not found through script,https://github.com/tinymce/tinymce/blob/master/modules/agar/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/alloy/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/katamari/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,https://snyk.io/vuln/SNYK-DOTNET-TINYMCE-568936,60,y,https://github.com/tinymce/tinymce/blob/develop/modules/tinymce/CHANGELOG.md,changelog,,,explanation of vulnerability,vulnerability description,y,n,,,change release log practice in v5,
SNYK-DOTNET-TINYMCE-568936,Cross-site Scripting (XSS),NuGet,tinymce,5.1.4,https://github.com/tinymce/tinymce,not found through script,https://github.com/tinymce/tinymce/blob/master/modules/agar/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/alloy/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/katamari/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,https://snyk.io/vuln/SNYK-DOTNET-TINYMCE-568936,61,y,,homepage announcement,,y,security mention;  risk explanation,security notice;vulnerability description,y,n,,,,
SNYK-GOLANG-GITHUBCOMCODECLYSMEXTRACT-608493,Arbitrary File Write via Archive Extraction (Zip Slip),Go,github.com/codeclysm/extract,3.0.1,https://github.com/codeclysm/extract,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCODECLYSMEXTRACT-608493,64,y,,github release note,,y,vuln mention; type,security notice;fix reference;vulnerability description,n,n,,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,Authentication Bypass,Go,github.com/concourse/concourse,6.3.1,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v6.3.1,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,65,y,,github release note,,y,,security notice;fix reference,n,n,,,,y
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,Authentication Bypass,Go,github.com/concourse/concourse,6.4.1,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v6.4.1,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSE-598373,66,y,,github release note,,y,security tag; summary of vuln and fix,security notice;fix reference,n,n,,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.2.8,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.2.8,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,67,y,,github release note,,y,cve mention; risk explanation,vulnerability description;advisory reference,y,n,,,,y
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.4.0,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.4.0,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,68,y,,github release note,,n,,,y,y,feture braking tag; api change; code change explained; pr referenced,breaking change notice;affected api listed;code change reference,,y
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.5.10,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.5.10,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,69,y,,github release note,,y,cve mention; risk explanation,vulnerability description;advisory reference,n,n,,,,
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.7.2,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.7.2,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,70,y,,github release note,,n,,,y,n,,,why no mention in some cases?,y
SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,Open Redirect,Go,github.com/concourse/concourse/skymarshal/skyserver,5.8.1,https://github.com/concourse/concourse,https://github.com/concourse/concourse/releases/tag/v5.8.1,https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-major-minor.md ; https://github.com/concourse/concourse/blob/master/.github/ISSUE_TEMPLATE/release-patch.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONCOURSECONCOURSESKYMARSHALSKYSERVER-569085,71,y,,github release note,,y,cve mention; risk explanation,vulnerability description;advisory reference,y,n,,,,
SNYK-GOLANG-GITHUBCOMDINEVERGOLF-598768,Cryptographic Issues,Go,github.com/dinever/golf,0.3.0,https://github.com/dinever/golf,https://github.com/dinever/golf/releases/tag/v0.3.0,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMDINEVERGOLF-598768,72,y,,github release note,,n,,,y,n,,,,y
SNYK-GOLANG-GITHUBCOMELASTICAPMAGENTGO-1071905,Information Disclosure,Go,github.com/elastic/apm-agent-go,1.11.0,https://github.com/elastic/apm-agent-go,https://github.com/elastic/apm-agent-go/releases/tag/v1.11.0,https://github.com/elastic/apm-agent-go/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMELASTICAPMAGENTGO-1071905,73,y,homepage announcement - https://www.elastic.co/guide/en/apm/agent/go/current/release-notes-1.x.html,github release note,,y,cve mention,advisory reference,y,n,,,the homepage announcement leaves out the cve part,y
SNYK-GOLANG-GITHUBCOMELASTICBEATSPACKETBEATPROTOSPGSQL-50076,Denial of Service (DoS),Go,github.com/elastic/beats/packetbeat/protos/pgsql,6.5.4,https://github.com/elastic/beats,https://github.com/elastic/beats/releases/tag/v6.5.4,https://github.com/elastic/beats/blob/master/generator/_templates/beat/CHANGELOG.md ; https://github.com/elastic/beats/blob/master/generator/_templates/metricbeat/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMELASTICAPMAGENTGO-1071906,74,y,,changelog,,n,,,y,n,,,,
SNYK-GOLANG-GITHUBCOMGINGONICGIN-535024,Improper Input Validation,Go,github.com/gin-gonic/gin,0.5,https://github.com/gin-gonic/gin,not found through script,https://github.com/gin-gonic/gin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGINGONICGIN-535024,77,y,,changelog,,y,security bug; risk explanation,security notice;fix reference;vulnerability description,y,n,,,,
SNYK-GOLANG-GITHUBCOMGOGITEAGITEA-559123,Cross-site Request Forgery (CSRF),Go,github.com/go-gitea/gitea,1.11.2,https://github.com/go-gitea/gitea,https://github.com/go-gitea/gitea/releases/tag/v1.11.2,https://github.com/go-gitea/gitea/blob/master/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/options/license/Newsletr ; https://github.com/go-gitea/gitea/blob/master/vendor/code.gitea.io/gitea-vet/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/dgrijalva/jwt-go/VERSION_HISTORY.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/editorconfig/editorconfig-core-go/v2/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/fsnotify/fsnotify/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-chi/chi/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-redis/redis/v8/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-sql-driver/mysql/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/go-testfixtures/testfixtures/v3/CHANGELOG.md ; https://github.com/go-gitea/gitea/blob/master/vendor/github.com/magiconair/properties/,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOGITEAGITEA-559123,82,y,,changelog,,y,security mention; pr reference,security notice;fix reference,y,y,breaking notice; pr reference,breaking change notice;code change reference,a lot of security fixes; do they all have a CVE?,
SNYK-GOLANG-GITHUBCOMGRAVITATIONALTELEPORTLIBWEB-564513,Timing Attack,Go,github.com/gravitational/teleport/lib/web,2.7.8,https://github.com/gravitational/teleport,https://github.com/gravitational/teleport/releases/tag/v2.7.8,https://github.com/gravitational/teleport/blob/master/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/docs/postrelease.md ; https://github.com/gravitational/teleport/blob/master/docs/prerelease.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/firestore/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/storage/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/beevik/etree/RELEASE_NOTES.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/dgrijalva/jwt-go/VERSION_HISTORY.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/jackc/pgconn/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/sirupsen/logrus/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/vendor/go.uber.org/atomic/CHANGEL,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGRAVITATIONALTELEPORTLIBWEB-564513,91,y,,changelog,,y,security mention; attack type; pr reference,security notice;fix reference;vulnerability description,y,n,all security fixes,,,
SNYK-GOLANG-GITHUBCOMGRAVITATIONALTELEPORTLIBWEB-564513,Timing Attack,Go,github.com/gravitational/teleport/lib/web,3.0.4,https://github.com/gravitational/teleport,https://github.com/gravitational/teleport/releases/tag/v3.0.4,https://github.com/gravitational/teleport/blob/master/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/docs/postrelease.md ; https://github.com/gravitational/teleport/blob/master/docs/prerelease.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/firestore/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/storage/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/beevik/etree/RELEASE_NOTES.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/dgrijalva/jwt-go/VERSION_HISTORY.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/jackc/pgconn/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/sirupsen/logrus/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/vendor/go.uber.org/atomic/CHANGEL,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGRAVITATIONALTELEPORTLIBWEB-564513,92,y,,changelog,,y,security mention; attack type; pr reference,security notice;fix reference;vulnerability description,y,n,,,,
SNYK-GOLANG-GITHUBCOMGRAVITATIONALTELEPORTLIBWEB-564513,Timing Attack,Go,github.com/gravitational/teleport/lib/web,3.1.3,https://github.com/gravitational/teleport,https://github.com/gravitational/teleport/releases/tag/v3.1.3,https://github.com/gravitational/teleport/blob/master/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/docs/postrelease.md ; https://github.com/gravitational/teleport/blob/master/docs/prerelease.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/firestore/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/cloud.google.com/go/storage/CHANGES.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/beevik/etree/RELEASE_NOTES.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/dgrijalva/jwt-go/VERSION_HISTORY.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/jackc/pgconn/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/vendor/github.com/sirupsen/logrus/CHANGELOG.md ; https://github.com/gravitational/teleport/blob/master/vendor/go.uber.org/atomic/CHANGEL,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGRAVITATIONALTELEPORTLIBWEB-564513,93,y,,changelog,,y,security mention; attack type; pr reference,security notice;fix reference;vulnerability description,y,n,,,,
SNYK-GOLANG-GITHUBCOMHASHICORPCONSULACL-174929,Incorrect Access Control,Go,github.com/hashicorp/consul/acl,1.5.1,https://github.com/hashicorp/consul,not found through script,https://github.com/hashicorp/consul/blob/master/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/circonus-labs/circonus-gometrics/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/dgrijalva/jwt-go/VERSION_HISTORY.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/digitalocean/godo/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/go-ole/go-ole/ChangeLog.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/gophercloud/gophercloud/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/hashicorp/go-immutable-radix/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/hashicorp/raft/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/joyent/triton-go/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/master/vendor/github.com/linode/linodego/CHANGELOG.md ; https://github.com/hashicorp/consul/blob/ma,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMHASHICORPCONSULACL-174929,94,y,,changelog,,y,security mention; vuln details; pr reference,security notice;vulnerability description;fix reference,y,n,,,,
SNYK-GOLANG-GITHUBCOMHASHICORPNOMADCOMMANDAGENT-561357,Cross-site Scripting (XSS),Go,github.com/hashicorp/nomad/command/agent,0.10.5,https://github.com/hashicorp/nomad,https://github.com/hashicorp/nomad/releases/tag/v0.10.5,https://github.com/hashicorp/nomad/blob/master/CHANGELOG.md ; https://github.com/hashicorp/nomad/blob/master/vendor/cloud.google.com/go/CHANGES.md ; https://github.com/hashicorp/nomad/blob/master/vendor/cloud.google.com/go/storage/CHANGES.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.com/Azure/go-autorest/CHANGELOG.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.com/circonus-labs/circonus-gometrics/CHANGELOG.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.com/dgrijalva/jwt-go/VERSION_HISTORY.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.com/digitalocean/godo/CHANGELOG.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.com/go-ole/go-ole/ChangeLog.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.com/gophercloud/gophercloud/CHANGELOG.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.com/hashicorp/go-immutable-radix/CHANGELOG.md ; https://github.com/hashicorp/nomad/blob/master/vendor/github.,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMHASHICORPNOMADCOMMANDAGENT-561357,96,y,,changelog,,y,security mention; cve mention; summary fix; pr reference,security notice;fix reference;vulnerability description;advisory reference; affected component listed,n,n,,,,
SNYK-GOLANG-GITHUBCOMINFLUXDATAINFLUXDBHTTP-541515,Denial of Service (DoS),Go,github.com/influxdata/influxdb/http,2.0.0-beta.2,https://github.com/influxdata/influxdb,https://github.com/influxdata/influxdb/releases/tag/v2.0.0-beta.2,https://github.com/influxdata/influxdb/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMINFLUXDATAINFLUXDBHTTP-541515,97,y,,changelog,y,y,pr reference; summary of fix,fix reference,y,n,,,,y
SNYK-GOLANG-GITHUBCOMJAEGERTRACINGJAEGERCMDCOLLECTORAPPHANDLER-1053255,Cross-site Scripting (XSS),Go,github.com/jaegertracing/jaeger/cmd/collector/app/handler,1.22.0,https://github.com/jaegertracing/jaeger,https://github.com/jaegertracing/jaeger/releases/tag/v1.22.0,https://github.com/jaegertracing/jaeger/blob/master/CHANGELOG.md ; https://github.com/jaegertracing/jaeger/blob/master/RELEASE.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMJAEGERTRACINGJAEGERCMDCOLLECTORAPPHANDLER-1053255,98,y,,changelog,,y,pr reference; vuln type,vulnerability description;fix reference,y,y,remove deprecated flags; pr reference; breaking tag,breaking change notice;affected api listed;code change reference,,
SNYK-GOLANG-GITHUBCOMJAEGERTRACINGJAEGERPKGKAFKAAUTH-674508,Information Exposure,Go,github.com/jaegertracing/jaeger/pkg/kafka/auth,1.18.1,https://github.com/jaegertracing/jaeger,https://github.com/jaegertracing/jaeger/releases/tag/v1.18.1,https://github.com/jaegertracing/jaeger/blob/master/CHANGELOG.md ; https://github.com/jaegertracing/jaeger/blob/master/RELEASE.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMJAEGERTRACINGJAEGERPKGKAFKAAUTH-674508,99,y,,changelog,,y,"cve , security mention; vuln details",security notice;vulnerability description;advisory reference;fix reference,y,n,,,,
SNYK-GOLANG-GITHUBCOMKIALIKIALIHANDLERS-561358,Insufficiently Protected Credentials,Go,github.com/kiali/kiali/handlers,1.16.0-snapshot.1,https://github.com/kiali/kiali,https://github.com/kiali/kiali/releases/tag/v1.16.0-snapshot.1,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMKIALIKIALIHANDLERS-561358,100,n,https://kiali.io/news/release-notes/#_1_16_0,,,,,,,,,,,y
SNYK-GOLANG-GITHUBCOMKIALIKIALIHANDLERS-561359,Insufficient Validation,Go,github.com/kiali/kiali/handlers,1.16.0-snapshot.1,https://github.com/kiali/kiali,https://github.com/kiali/kiali/releases/tag/v1.16.0-snapshot.1,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMKIALIKIALIHANDLERS-561359,101,n,,,,,,,,,,,,y
SNYK-GOLANG-GITHUBCOMKUBERNETESKOPS-590114,Cryptographic Issues,Go,github.com/kubernetes/kops,1.18.0,https://github.com/kubernetes/kops,https://github.com/kubernetes/kops/releases/tag/v1.18.0,https://github.com/kubernetes/kops/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kops/blob/master/docs/contributing/release.md ; https://github.com/kubernetes/kops/blob/master/docs/release-process.md ; https://github.com/kubernetes/kops/blob/master/docs/welcome/releases.md ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/amazonlinux2/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos7/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos8/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/containeros/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/coreos/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian10/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian8/etc/os-release ; https://github.com/ku,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMKUBERNETESKOPS-590114,102,y,,changelog,,n,,,y,y,breaking change notice; drop support; api changes; affected configs; potential behavior change explained- action required ; warnings,breaking change notice;action required;affected api listed;affected configuration,,
SNYK-GOLANG-GITHUBCOMLABSTACKECHO-1050889,Directory Traversal,Go,github.com/labstack/echo,4.2.0,https://github.com/labstack/echo,https://github.com/labstack/echo/releases/tag/v4.2.0,https://github.com/labstack/echo/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMLABSTACKECHO-1050889,107,y,,changelog,,y,security mention; vuln type; affected config; pr reference,security notice;fix reference;vulnerability description;affected configuration,y,y,potential breaking change; required config ; warning,breaking change notice,,
SNYK-GOLANG-GITHUBCOMLIGHTNINGNETWORKLND-1047780,Improper Validation,Go,github.com/lightningnetwork/lnd,0.10.0-beta,https://github.com/lightningnetwork/lnd,https://github.com/lightningnetwork/lnd/releases/tag/v0.10.0-beta,https://github.com/lightningnetwork/lnd/blob/master/docs/release.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMLIGHTNINGNETWORKLND-1047780,108,y,,github release note,,n,,,y,y,breaking change api,affected api listed,,
SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSROUTER-1054612,Denial of Service (DoS),Go,github.com/pterodactyl/wings/router,1.2.0,https://github.com/pterodactyl/wings,https://github.com/pterodactyl/wings/releases/tag/v1.2.0,https://github.com/pterodactyl/wings/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSROUTER-1054612,114,y,,changelog,,n,,,y,n,,,"why do some advisory does not come with a security tag, but some others do for the same package?",
SNYK-GOLANG-K8SIOKOPS-1012426,Cryptographic Issues,Go,k8s.io/kops,1.18.0,https://github.com/kubernetes/kops,https://github.com/kubernetes/kops/releases/tag/v1.18.0,https://github.com/kubernetes/kops/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kops/blob/master/docs/contributing/release.md ; https://github.com/kubernetes/kops/blob/master/docs/release-process.md ; https://github.com/kubernetes/kops/blob/master/docs/welcome/releases.md ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/amazonlinux2/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos7/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos8/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/containeros/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/coreos/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian10/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian8/etc/os-release ; https://github.com/ku,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKOPS-1012426,122,y,,github release note,,n,,,y,y,breaking change notice; drop support; api changes; affected configs; potential behavior change explained- action required,breaking change notice;affected configuration,,
SNYK-GOLANG-K8SIOKUBERNETESPKGFEATURES-536841,Insecure Defaults,Go,k8s.io/kubernetes/pkg/features,1.14.0-alpha.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-alpha.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGFEATURES-536841,123,y,,changelog,,y,summary fix; pr reference; affected component,fix reference;affected component listed,y,y,action required (potential breaking); affected configuration,breaking change notice;action required;affected configuration,how to decide on pre-release?,
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.16.6,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.6,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,125,n,,changelog,,n,,,n,n,,,wtf? no notable changes,
