snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,is_doc,list of sources (separated by semicolon),source,snyk version wrong listed,is_fix,How is the fix mentioned? (initial codes); separated by semicolon,fix_pattern,is_uc,is_br,how the breaking change is mentioned? (initial codes); separated by semicolon,breaking_pattern,Additional Comments,row
SNYK-GOLANG-K8SIOKOPS-1012426,Cryptographic Issues,Go,k8s.io/kops,1.18.0,https://github.com/kubernetes/kops,https://github.com/kubernetes/kops/releases/tag/v1.18.0,https://github.com/kubernetes/kops/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kops/blob/master/docs/contributing/release.md ; https://github.com/kubernetes/kops/blob/master/docs/release-process.md ; https://github.com/kubernetes/kops/blob/master/docs/welcome/releases.md ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/amazonlinux2/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos7/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos8/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/containeros/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/coreos/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian10/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian8/etc/os-release ; https://github.com/ku,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKOPS-1012426,,,github release note,,n,,,,,breaking change notice; drop support; api changes; affected configs; potential behavior change explained- action required ,breaking change notice;affected configuration,,122
SNYK-GOLANG-K8SIOKUBERNETESPKGFEATURES-536841,Insecure Defaults,Go,k8s.io/kubernetes/pkg/features,1.14.0-alpha.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-alpha.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGFEATURES-536841,y,,changelog,,y,summary fix; pr reference; affected component,fix reference;affected component listed,y,y,action required (potential breaking); affected configuration,breaking change notice;action required;affected configuration,how to decide on pre-release?,123
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.16.6,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.6,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,,,changelog,,n,,,n,n,,,wtf? no notable changes,125
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.17.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,,,changelog,,n,,,n,n,,,wtf? no notable changes,126
SNYK-JAVA-COMCAPITALONEDASHBOARD-1042970,Cryptographic Issues,Maven,com.capitalone.dashboard:core,3.6.9,https://github.com/Hygieia/hygieia-core,https://github.com/hygieia/hygieia-core/releases/tag/v3.6.9,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMCAPITALONEDASHBOARD-1042970,y,github release note,github release note,,y,"vulnerability type, explicit mention",security notice;fix reference;vulnerability description,y,n,,,,128
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.8.11.2,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,y,https://github.com/FasterXML/jackson-databind/blob/master/release-notes/VERSION-2.x,changelog,,y,cve mentioned; pr mentioned; vuln details,security notice;vulnerability description;fix reference;advisory reference,y,n,,,,131
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.5,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,y,https://github.com/FasterXML/jackson-databind/blob/master/release-notes/VERSION-2.x,changelog,,n,,vulnerability description;fix reference;advisory reference,y,n,,,,132
SNYK-JAVA-COMGOOGLEPROTOBUF-173761,Integer Overflow,Maven,com.google.protobuf:protobuf-java,3.4.0,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf/releases/tag/v3.4.0,https://github.com/protocolbuffers/protobuf/blob/master/CHANGES.txt ; https://github.com/protocolbuffers/protobuf/blob/master/csharp/CHANGES.txt,https://snyk.io/vuln/SNYK-JAVA-COMGOOGLEPROTOBUF-173761,y,github release note; changelog,changelog,,,,fix reference;advisory reference,y,,,,fix was already available? vulnerability was discussed; sca tools picked up a lot later,133
SNYK-JAVA-COMVAADIN-1069817,Timing Attack,Maven,com.vaadin:vaadin-server,8.12.3,https://github.com/vaadin/framework,https://github.com/vaadin/framework/releases/tag/8.12.3,https://github.com/vaadin/framework/blob/master/all/src/main/templates/release-notes.html ; https://github.com/vaadin/framework/blob/master/test/servlet-containers/karaf/karaf-run/apache-karaf-4.2.1-minimal/RELEASE-NOTES.md ; https://github.com/vaadin/framework/blob/master/uitest/src/main/resources/com/vaadin/tests/components/tree/TreeContainerChange ; https://github.com/vaadin/framework/blob/master/uitest/src/main/webapp/VAADIN/themes/tests-tickets/layouts/Ticket1519_News.html,https://snyk.io/vuln/SNYK-JAVA-COMVAADIN-1069817,y,,github release note,,y,summary of fix,vulnerability description;fix reference,,n,,,,135
SNYK-JAVA-ORGAPACHECAMEL-569125,Rebind Flaw,Maven,org.apache.camel:camel-spring,2.25.1,https://github.com/apache/camel,not found through script,https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/change-data-capture.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/exchangeProperty-language.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/message-history.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/xchange-component.adoc ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/component/xchange ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/configurer/xchange-component ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/c,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHECAMEL-569125,y, https://camel.apache.org/blog/2020/04/RELEASE-2.25.1/,homepage announcement,,,,security notice;vulnerability description;fix reference;advisory reference;affected version listed,,n,,,,139
SNYK-JAVA-ORGAPACHECAMEL-569125,Rebind Flaw,Maven,org.apache.camel:camel-spring,3.2.0,https://github.com/apache/camel,not found through script,https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/change-data-capture.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/exchangeProperty-language.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/message-history.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/xchange-component.adoc ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/component/xchange ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/configurer/xchange-component ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/c,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHECAMEL-569125,y,https://camel.apache.org/blog/2020/04/RELEASE-3.2.0/,homepage announcement,,y,pr referenced,security notice;vulnerability description;fix reference;advisory reference;affected version listed,,n,,,,140
SNYK-JAVA-ORGAPACHEDERBY-32274,Security Bypass,Maven,org.apache.derby:derby,10.14.2.0,https://github.com/apache/derby,not found through script,,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEDERBY-32274,y,http://db.apache.org/derby/,homepage announcement,,y,security mention; summary of fix,security notice;vulnerability description;fix reference;advisory reference,y,n,,,homepage announcement may have their release note in the repository in html; non-readable format,141
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,2.7.7,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,y,https://hadoop.apache.org/release.html,homepage announcement,,y,mention cve,advisory reference,,n,,,,142
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.10.2,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,,http://jackrabbit.apache.org/jcr/news-archive.html,homepage announcement,,n,,,n,n,,,,147
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.12.1,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,,http://jackrabbit.apache.org/jcr/news-archive.html,homepage announcement,,n,,,n,n,,,,148
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.8.2,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,,http://jackrabbit.apache.org/jcr/news-archive.html,homepage announcement,,n,,,n,n,,,,151
SNYK-JAVA-ORGAPACHEJSPWIKI-174839,Cross-site Scripting (XSS),Maven,org.apache.jspwiki:jspwiki-main,2.11.0-M4,https://github.com/apache/jspwiki,not found through script,https://github.com/apache/jspwiki/blob/master/ChangeLog.md ; https://github.com/apache/jspwiki/blob/master/jspwiki-it-tests/jspwiki-selenide-tests/src/test/resources/test-repo/RecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/dev/OldChangeLog ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/doc/2.8AuthChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/doc/APIChangesFrom2.4.html ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/ApprovalRequiredForPageChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/FullRecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/News.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/RecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/en/src/main/resources/ApprovalReq,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJSPWIKI-174839,,,changelog,,n,,,n,n,,,,152
SNYK-JAVA-ORGAPACHENIFI-1015373,Information Exposure,Maven,org.apache.nifi:nifi-security-utils,1.12.0,https://github.com/apache/nifi,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHENIFI-1015373,y,https://jspwiki-wiki.apache.org/Wiki.jsp?page=NewIn2.11,homepage announcement,,,,security notice;vulnerability description;fix reference;advisory reference;affected version listed,,n,,,,153
SNYK-JAVA-ORGAPACHETIKA-466520,XML External Entity (XXE) Injection,Maven,org.apache.tika:tika-core,1.19,https://github.com/apache/tika,not found through script,https://github.com/apache/tika/blob/master/CHANGES.txt ; https://github.com/apache/tika/blob/master/tika-parsers/tika-parsers-classic/tika-parsers-classic-package/src/test/resources/test-documents/testMessageNews.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETIKA-466520,y,,changelog,,y,summary of fix,fix reference;advisory reference,y,n,,,,154
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.2.25.v20180606,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,,,,fix reference,y,n,,,,161
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.3.24.v20180605,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,,,,fix reference,y,n,,,,162
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.4.11.v20180605,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,,,,fix reference,y,n,,,,163
SNYK-JAVA-ORGGITHUBEVENJN-538607,Regular Expression Denial of Service (ReDoS),Maven,org.github.evenjn:diff,3.5.0,https://github.com/evenjn/diff,not found through script,wrong repository fixed it,https://snyk.io/vuln/SNYK-JAVA-ORGGITHUBEVENJN-538607,,https://github.com/kpdecker/jsdiff/blob/master/release-notes.md,changelog,,,commit log,fix reference,,n,,,,164
SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Access Restriction Bypass,Maven,org.jenkins-ci.main:jenkins-core,2.263.2,https://github.com/jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/releases/tag/jenkins-2.263.2,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-1062704,y,,homepage announcement,,y,security mention adviosry link,security notice;vulnerability description;advisory reference;fix reference;affected version listed,y,n,,,,165
SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Access Restriction Bypass,Maven,org.jenkins-ci.main:jenkins-core,2.275,https://github.com/jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/releases/tag/jenkins-2.275,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-1062704,y,github release note; homepage,homepage announcement,,y,security mention adviosry link,security notice;vulnerability description;advisory reference;fix reference;affected version listed,y,n,,,,166
SNYK-JAVA-ORGJENKINSCIPLUGINS-32133,Information Exposure,Maven,org.jenkins-ci.plugins:mercurial,2.3,https://github.com/jenkinsci/mercurial-plugin,not found through script,https://github.com/jenkinsci/mercurial-plugin/blob/master/CHANGELOG.md ; https://github.com/jenkinsci/mercurial-plugin/blob/master/src/main/resources/hudson/plugins/mercurial/MercurialSCM/help-disableChangeLog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-32133,y,,changelog,,y,security mention; advisory link,security notice;vulnerability description;advisory reference;fix reference;affected component listed,,n,,,,169
SNYK-JAVA-ORGJENKINSCIPLUGINS-561368,Remote Code Execution,Maven,org.jenkins-ci.plugins:azure-acs,1.0.2,https://github.com/jenkinsci/azure-acs-plugin,not found through script,https://github.com/jenkinsci/azure-acs-plugin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-561368,y,,changelog,,y,vuln type,vulnerability description;fix reference,n,n,,,,170
SNYK-JAVA-ORGJENKINSCIPLUGINS-609361,Cross-site Request Forgery (CSRF),Maven,org.jenkins-ci.plugins:database,1.7,https://github.com/jenkinsci/database-plugin,https://github.com/jenkinsci/database-plugin/releases/tag/database-1.7,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-609361,y,,github release note,,y,security notice,security notice,,n,,,,171
SNYK-JAVA-ORGJENKINSCIPLUGINSWORKFLOW-449991,Sandbox Bypass,Maven,org.jenkins-ci.plugins.workflow:workflow-cps,2.64,https://github.com/jenkinsci/workflow-cps-plugin,not found through script,https://github.com/jenkinsci/workflow-cps-plugin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINSWORKFLOW-449991,y,,changelog,,y,security mention adviosry link,security notice;vulnerability description;advisory reference,n,n,,,,172
SNYK-JAVA-ORGKEYCLOAK-569079,Improper Certificate Validation,Maven,org.keycloak:keycloak-services,10.0.0,https://github.com/keycloak/keycloak,not found through script,"https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/change-case,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/com.webauthn4j,webauthnj4-core,0.12.0.RELEASE,Apache Software License 2.0.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/com.webauthn4j,webauthnj4-util,0.12.0.RELEASE,Apache Software License 2.0.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/history,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/rh-sso/change-case,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/rh-sso/com.weba",https://snyk.io/vuln/SNYK-JAVA-ORGKEYCLOAK-569079,y,https://www.keycloak.org/docs/latest/release_notes/index.html#keycloak-10-0-0,homepage announcement,,,,vulnerability description;fix reference,,n,,,,173
SNYK-JAVA-ORGMEMBRANESOA-1015413,Directory Traversal,Maven,org.membrane-soa:service-proxy-core,4.7.3,https://github.com/membrane/service-proxy,https://github.com/membrane/service-proxy/releases/tag/v4.7.3,https://github.com/membrane/service-proxy/blob/master/distribution/router/CHANGELOG.txt,https://snyk.io/vuln/SNYK-JAVA-ORGMEMBRANESOA-1015413,y,,github release note,,y,security mention; component; PR,security notice;vulnerability description;fix reference;affected component listed,y,n,,,,174
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,4.1.5.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,,,,,,,security notice;fix reference;vulnerability description,,n,,,,176
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,4.2.4.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,,,,,,,security notice;fix reference;vulnerability description,,n,,,,177
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,5.0.3.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,,,,,,,security notice;fix reference;vulnerability description,,n,,,,178
SNYK-JAVA-ORGWEBJARS-449947,Cross-site Scripting (XSS),Maven,org.webjars:swagger-ui,3.0.14,https://github.com/webjars/swagger-ui,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-449947,,,github release note,,n,,,,n,,,,179
SNYK-JAVA-ORGWEBJARS-480320,Regular Expression Denial of Service (ReDoS),Maven,org.webjars:vue,2.5.14,https://github.com/webjars/vue,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-480320,,,github release note,,,commit log ,fix reference,,n,,,,183
SNYK-JAVA-ORGWEBJARSBOWERGITHUBNODECA-479834,Arbitrary Code Execution,Maven,org.webjars.bowergithub.nodeca:js-yaml,3.13.1,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBNODECA-479834,y,,changelog,,y,security header; PR,security notice;fix reference,n,n,,,,186
SNYK-JAVA-ORGWEBJARSNPM-479533,Cross-site Scripting (XSS),Maven,org.webjars.npm:buefy,0.7.2,https://github.com/buefy/buefy,https://github.com/buefy/buefy/releases/tag/v0.7.2,https://github.com/buefy/buefy/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479533,y,,changelog,,,,fix reference,y,n,,,,188
SNYK-JAVA-ORGWEBJARSNPM-479829,Denial of Service (DoS),Maven,org.webjars.npm:js-yaml,3.13.0,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479829,,,changelog,,,sec header; PR; function,security notice;fix reference;affected component listed,n,n,,,,189
SNYK-JAVA-ORGWEBJARSNPM-479972,Arbitrary Code Execution,Maven,org.webjars.npm:mathjs,3.10.3,https://github.com/josdejong/mathjs,not found through script,https://github.com/josdejong/mathjs/blob/master/HISTORY.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479972,y,,changelog,,y,sec fix,security notice;fix reference,n,n,,,,191
SNYK-JAVA-ORGWEBJARSNPM-480274,Cross-site Scripting (XSS),Maven,org.webjars.npm:tinymce,4.7.12,https://github.com/tinymce/tinymce,not found through script,https://github.com/tinymce/tinymce/blob/master/modules/agar/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/alloy/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/katamari/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480274,,changelog; homepage announcement,changelog,,,vuln type; summary fix,vulnerability description;fix reference,,n,,,,200
