snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,is_doc,list of sources (separated by semicolon),source,snyk version wrong listed,is_fix,How is the fix mentioned? (initial codes); separated by semicolon,fix_pattern,is_uc,is_br,how the breaking change is mentioned? (initial codes); separated by semicolon,breaking_pattern,Additional Comments,row
SNYK-GOLANG-GITHUBCOMORYHYDRAOAUTH2-564512,Session Fixation,Go,github.com/ory/hydra/oauth2,0.11.6,https://github.com/ory/hydra,https://github.com/ory/hydra/releases/tag/v0.11.6,https://github.com/ory/hydra/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMORYHYDRAOAUTH2-564512,y,,changelog,,y,attack type; exploit steps; exploit conditions;  summary fix,Vulnerability description; Exploit; Fix reference,n,n,,,"""This patch does not introduce breaking changes. Upgrading to the version
which contains this patch does not require any code changes or deployment
changes.""",112
SNYK-GOLANG-GITHUBCOMOSRGGOBGPPACKETBGP-1064564,Denial of Service (DoS),Go,github.com/osrg/gobgp/packet/bgp,2.24.0,https://github.com/osrg/gobgp,https://github.com/osrg/gobgp/releases/tag/v2.24.0,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMOSRGGOBGPPACKETBGP-1064564,y,,github release note,,y,commit log,Fix reference,y,n,,,,113
SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSROUTERDOWNLOADER-1056514,Server-side Request Forgery (SSRF),Go,github.com/pterodactyl/wings/router/downloader,1.2.1,https://github.com/pterodactyl/wings,https://github.com/pterodactyl/wings/releases/tag/v1.2.1,https://github.com/pterodactyl/wings/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSROUTERDOWNLOADER-1056514,y,,changelog,,y,security tag; vuln details,Security notice; Vulnerability description,y,n,,,,115
SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSSERVER-598661,Directory Traversal,Go,github.com/pterodactyl/wings/server,1.0.0-beta.8,https://github.com/pterodactyl/wings,https://github.com/pterodactyl/wings/releases/tag/v1.0.0-beta.8,https://github.com/pterodactyl/wings/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMPTERODACTYLWINGSSERVER-598661,y,,changelog,,y,security tag; vuln details,Security notice; Vulnerability description,y,n,,,,116
SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,Cross-site Request Forgery (CSRF),Go,github.com/rancher/rancher/pkg/clusterrouter,2.0.16,https://github.com/rancher/rancher,https://github.com/rancher/rancher/releases/tag/v2.0.16,https://github.com/rancher/rancher/blob/master/scripts/release,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,y,,github release note,,y,security tag; affected versions; attack type; cve mention; exploit conditions; risk summary,Security notice; Vulnerability description; affected version listed; Advisory reference; Exploit,y,n,,,,117
SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,Cross-site Request Forgery (CSRF),Go,github.com/rancher/rancher/pkg/clusterrouter,2.1.11,https://github.com/rancher/rancher,https://github.com/rancher/rancher/releases/tag/v2.1.11,https://github.com/rancher/rancher/blob/master/scripts/release,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,y,,github release note,,y,security tag; affected versions; attack type; cve mention; exploit conditions; risk summary,Security notice; Vulnerability description; affected version listed; Advisory reference; Exploit,y,n,,,,118
SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,Cross-site Request Forgery (CSRF),Go,github.com/rancher/rancher/pkg/clusterrouter,2.2.5,https://github.com/rancher/rancher,https://github.com/rancher/rancher/releases/tag/v2.2.5,https://github.com/rancher/rancher/blob/master/scripts/release,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,y,,github release note,,y,security tag; affected versions; attack type; cve mention; exploit conditions; risk summary,Security notice; Vulnerability description; affected version listed; Advisory reference; Exploit,y,n,,,,119
SNYK-GOLANG-GITHUBCOMSQUARESQUALOR-559170,SQL Injection,Go,github.com/square/squalor,0.0.0-20200722213924-58a8e4213020,https://github.com/square/squalor,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMSQUARESQUALOR-559170,n,,,,n,,,n,n,,,,120
SNYK-GOLANG-GITHUBCOMTIDWALLGJSON-1055821,Regular Expression Denial of Service (ReDoS),Go,github.com/tidwall/gjson,1.6.5,https://github.com/tidwall/gjson,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMTIDWALLGJSON-1055821,y,,github release note,,y,fix summary; affected comoponent,Fix reference; Affected component listed,n,n,,,,121
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.15.10,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.10,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,y,,changelog,,y,summary fix; pr reference; affected component,Fix reference; Affected component listed,y,n,,,hy marked only as bug even when have a cve?,124
SNYK-GOLANG-K8SIOKUBERNETESPKGVOLUMERBD-1048859,Information Exposure,Go,k8s.io/kubernetes/pkg/volume/rbd,1.20.0-alpha.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-alpha.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGVOLUMERBD-1048859,y,,changelog,,y,summary fix; pr reference; affected component,Fix reference; Affected component listed,y,y,api change notice; affected component; pr reference,breaking change notice; affected api listed; code change reference,,127
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.6.7.3,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,n,https://github.com/FasterXML/jackson-databind/blob/master/release-notes/VERSION-2.x,,,n,,,n,n,,,,129
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.7.9.4,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,n,https://github.com/FasterXML/jackson-databind/blob/master/release-notes/VERSION-2.x,,,n,,,n,n,,,,130
SNYK-JAVA-COMSHOPIZER-567251,Improper Input Validation,Maven,com.shopizer:sm-core-model,2.11.0,https://github.com/shopizer-ecommerce/shopizer,not found through script,https://github.com/shopizer-ecommerce/shopizer/blob/master/RELEASE-NOTES.md,https://snyk.io/vuln/SNYK-JAVA-COMSHOPIZER-567251,n,,,,n,,,n,n,,,,134
SNYK-JAVA-COMVAADIN-1074927,Timing Attack,Maven,com.vaadin:flow-server,6.0.0,https://github.com/vaadin/flow,https://github.com/vaadin/flow/releases/tag/6.0.0,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMVAADIN-1074927,y,,github release note,,n,,,y,y,breaking change notice; pr referenced; affected function; summary of change,breaking change notice; code change reference; affected api listed,,136
SNYK-JAVA-ORGAPACHEACTIVEMQ-32101,Information Exposure,Maven,org.apache.activemq:activemq-openwire-generator,5.15.3,https://github.com/apache/activemq/tree/main/activemq-openwire-generator,not found through script,,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEACTIVEMQ-32101,n,,,,n,,,n,n,,,,137
SNYK-JAVA-ORGAPACHEACTIVEMQ-450204,Cross-site Scripting (XSS),Maven,org.apache.activemq:activemq-web,5.15.12,https://github.com/apache/activemq,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEACTIVEMQ-450204,n,,,,n,,,n,n,,,,138
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,2.8.5,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,y,https://hadoop.apache.org/release.html,homepage announcement,,n,,,y,n,,,,143
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,2.9.2,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,y,https://hadoop.apache.org/release.html,homepage announcement,,n,,,y,n,,,,144
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,3.0.3,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,y,https://hadoop.apache.org/release.html,homepage announcement,,n,,,y,n,,,,145
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,3.1.1,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,y,https://hadoop.apache.org/release.html,homepage announcement,,n,,,y,n,,,,146
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.4.6,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,n,,,,n,,,n,n,,,,149
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.6.6,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,n,,,,n,,,n,n,,,,150
SNYK-JAVA-ORGAPACHETOMEE-1052823,Authentication Bypass,Maven,org.apache.tomee:openejb-core,7.0.9,https://github.com/apache/tomee,not found through script,https://github.com/apache/tomee/blob/master/docs/application-composer/history.adoc ; https://github.com/apache/tomee/blob/master/tomee/tomee-deb/src/main/resources/precompiled-changelog,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMEE-1052823,n,,,,n,,,n,n,,,,155
SNYK-JAVA-ORGAPACHETOMEE-1052823,Authentication Bypass,Maven,org.apache.tomee:openejb-core,7.1.4,https://github.com/apache/tomee,not found through script,https://github.com/apache/tomee/blob/master/docs/application-composer/history.adoc ; https://github.com/apache/tomee/blob/master/tomee/tomee-deb/src/main/resources/precompiled-changelog,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMEE-1052823,n,,,,n,,,n,n,,,,156
SNYK-JAVA-ORGAPACHETOMEE-1052823,Authentication Bypass,Maven,org.apache.tomee:openejb-core,8.0.4,https://github.com/apache/tomee,not found through script,https://github.com/apache/tomee/blob/master/docs/application-composer/history.adoc ; https://github.com/apache/tomee/blob/master/tomee/tomee-deb/src/main/resources/precompiled-changelog,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMEE-1052823,n,,,,n,,,n,n,,,,157
SNYK-JAVA-ORGAPEREOCAS-468869,Insecure Randomness,Maven,org.apereo.cas:cas-server-support-oidc,6.1.0-RC5,https://github.com/apereo/cas.git,https://github.com/apereo/cas/releases/tag/v6.1.0-RC5,https://github.com/apereo/cas/blob/masterport/cas-server-support-thymeleaf/src/main/resources/templates/casMustChangePassView.html ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/developer/Release-Process.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/installation/Configuring-SAML2-Attribute-Release.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-Caching.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-Consent.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-Policies.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release-PrincipalId.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Release.md ; https://github.com/apereo/cas/blob/masters/cas-server-documentation/integration/Attribute-Value-Release-Policies.md ;,https://snyk.io/vuln/SNYK-JAVA-ORGAPEREOCAS-468869,y,github release note; changelog; https://github.com/apereo/apereo.github.io/blob/3da066ac932e96db3bf87877a0f10a3088f52bd0/_posts/cas/2019-09-02-610rc5-release.md,changelog,,n,,,y,y,breaking change notice; required action,breaking change notice; action required,,158
SNYK-JAVA-ORGCODEHAUSMOJO-540747,Arbitrary Code Execution,Maven,org.codehaus.mojo:exec-maven-plugin,1.2,https://github.com/mojohaus/exec-maven-plugin,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGCODEHAUSMOJO-540747,n,,,,n,,,n,n,,,,159
SNYK-JAVA-ORGCODEHAUSPLEXUS-461102,XML External Entity (XXE) Injection,Maven,org.codehaus.plexus:plexus-utils,3.0.24,https://github.com/codehaus-plexus/plexus-utils,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGCODEHAUSPLEXUS-461102,n,,,,n,,,n,n,,,,160
SNYK-JAVA-ORGJENKINSCIMAIN-32252,Information Exposure,Maven,org.jenkins-ci.main:jenkins-core,1.651,https://github.com/jenkinsci/jenkins,not found through script,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-32252,n,,,,n,,,n,n,,,,167
SNYK-JAVA-ORGJENKINSCIMAIN-32252,Information Exposure,Maven,org.jenkins-ci.main:jenkins-core,2.3,https://github.com/jenkinsci/jenkins,not found through script,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-32252,n,,,,n,,,n,n,,,,168
SNYK-JAVA-ORGRED5-32097,Deserialization of Untrusted Data,Maven,org.red5:red5-server,1.0.8,https://github.com/Red5/red5-server.git,not found through script,https://github.com/Red5/red5-server/blob/masterngelog.txt,https://snyk.io/vuln/SNYK-JAVA-ORGRED5-32097,n,,,,n,,,n,n,,,,175
SNYK-JAVA-ORGWEBJARS-479726,Prototype Pollution,Maven,org.webjars:handlebars,3.0.7,https://github.com/webjars/handlebars,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-479726,n,,,,n,,,n,n,,,,180
SNYK-JAVA-ORGWEBJARS-479726,Prototype Pollution,Maven,org.webjars:handlebars,4.0.14,https://github.com/webjars/handlebars,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-479726,n,,,,n,,,n,n,,,,181
SNYK-JAVA-ORGWEBJARS-479726,Prototype Pollution,Maven,org.webjars:handlebars,4.1.2,https://github.com/webjars/handlebars,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-479726,n,,,,n,,,n,n,,,,182
SNYK-JAVA-ORGWEBJARSBOWERGITHUBBROCKPETRIE-538936,Outdated Static Dependency,Maven,org.webjars.bowergithub.brockpetrie:vue-moment,4.1.0,https://github.com/brockpetrie/vue-moment,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBBROCKPETRIE-538936,n,,,,n,,,n,n,,,,184
SNYK-JAVA-ORGWEBJARSBOWERGITHUBCURE53-1035546,Cross-site Scripting (XSS),Maven,org.webjars.bowergithub.cure53:dompurify,2.2.6,https://github.com/cure53/DOMPurify,https://github.com/cure53/DOMPurify/releases/tag/2.2.6,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBCURE53-1035546,y,,github release note,,y,summary fix,fix reference,n,n,,,,185
SNYK-JAVA-ORGWEBJARSBOWERGITHUBVUEJS-480323,Regular Expression Denial of Service (ReDoS),Maven,org.webjars.bowergithub.vuejs:vue,2.5.14,https://github.com/vuejs/vue,https://github.com/vuejs/vue/releases/tag/v2.5.14,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBVUEJS-480323,y,,github release note,,y,commit log,fix reference,y,n,,,,187
SNYK-JAVA-ORGWEBJARSNPM-479883,Prototype Pollution,Maven,org.webjars.npm:lodash.merge,4.6.2,https://github.com/lodash/lodash,not found through script,https://github.com/lodash/lodash/blob/master/CHANGELOG,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479883,n,,,,n,,,n,n,,,,190
SNYK-JAVA-ORGWEBJARSNPM-479987,Denial of Service (DoS),Maven,org.webjars.npm:mem,4.0.0,https://github.com/sindresorhus/mem,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479987,n,,,,n,,,n,n,,,,192
SNYK-JAVA-ORGWEBJARSNPM-480021,Arbitrary Code Injection,Maven,org.webjars.npm:morgan,1.9.1,https://github.com/expressjs/morgan,https://github.com/expressjs/morgan/releases/tag/1.9.1,https://github.com/expressjs/morgan/blob/master/HISTORY.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480021,y,,changelog,,y,commit log,Fix reference,y,n,,,,193
SNYK-JAVA-ORGWEBJARSNPM-480114,Prototype Override,Maven,org.webjars.npm:querystringify,2.0.0,https://github.com/unshiftio/querystringify,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480114,n,,,,n,,,n,n,,,,194
SNYK-JAVA-ORGWEBJARSNPM-480136,Cross-site Scripting (XSS),Maven,org.webjars.npm:react-dom,16.0.1,https://github.com/facebook/react,not found through script,https://github.com/facebook/react/blob/master/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/eslint-plugin-react-hooks/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools-shared/src/node_modules/react-window/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480136,y,,changelog,,y,"vuln type, mention,  risk explained, cve mentioned, advisory link, PR ; patched versions in other branches",Vulnerability description; Security notice; Advisory reference; Fix reference; affected version listed,n,n,,,,195
SNYK-JAVA-ORGWEBJARSNPM-480136,Cross-site Scripting (XSS),Maven,org.webjars.npm:react-dom,16.1.2,https://github.com/facebook/react,not found through script,https://github.com/facebook/react/blob/master/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/eslint-plugin-react-hooks/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools-shared/src/node_modules/react-window/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480136,y,,changelog,,y,"vuln type, mention,  risk explained, cve mentioned, advisory link, PR ; patched versions in other branches",Vulnerability description; Security notice; Advisory reference; Fix reference; affected version listed,n,n,,,,196
SNYK-JAVA-ORGWEBJARSNPM-480136,Cross-site Scripting (XSS),Maven,org.webjars.npm:react-dom,16.2.1,https://github.com/facebook/react,not found through script,https://github.com/facebook/react/blob/master/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/eslint-plugin-react-hooks/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools-shared/src/node_modules/react-window/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480136,y,,changelog,,y,"vuln type, mention,  risk explained, cve mentioned, advisory link, PR ; patched versions in other branches",Vulnerability description; Security notice; Advisory reference; Fix reference; affected version listed,n,n,,,,197
SNYK-JAVA-ORGWEBJARSNPM-480136,Cross-site Scripting (XSS),Maven,org.webjars.npm:react-dom,16.3.3,https://github.com/facebook/react,not found through script,https://github.com/facebook/react/blob/master/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/eslint-plugin-react-hooks/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools-shared/src/node_modules/react-window/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480136,y,,changelog,,y,"vuln type, mention,  risk explained, cve mentioned, advisory link, PR ; patched versions in other branches",Vulnerability description; Security notice; Advisory reference; Fix reference; affected version listed,n,n,,,,198
