snyk_id,vulnerability type,ecosystem,package,security release,repository,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,snyk version wrong listed,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments,Additional Resources
SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,Cross-site Request Forgery (CSRF),Go,github.com/rancher/rancher/pkg/clusterrouter,2.1.11,https://github.com/rancher/rancher,https://github.com/rancher/rancher/releases/tag/v2.1.11,https://github.com/rancher/rancher/blob/master/scripts/release,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,Y,github release note,github release note,,Y,security notice; affected versions; cve mention; exploit; summary of fix,security notice; vulnerability description;  advisory reference; affected versions listed; exploit,Y,N,,,,
SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,Cross-site Request Forgery (CSRF),Go,github.com/rancher/rancher/pkg/clusterrouter,2.2.5,https://github.com/rancher/rancher,https://github.com/rancher/rancher/releases/tag/v2.2.5,https://github.com/rancher/rancher/blob/master/scripts/release,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMRANCHERRANCHERPKGCLUSTERROUTER-460823,Y,github release note,github release note,,Y,security notice; affected versions; cve mention; exploit; summary of fix,security notice; vulnerability description;  advisory reference; affected versions listed; exploit,Y,N,,,,
SNYK-GOLANG-GITHUBCOMSQUARESQUALOR-559170,SQL Injection,Go,github.com/square/squalor,0.0.0-20200722213924-58a8e4213020,https://github.com/square/squalor,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMSQUARESQUALOR-559170,N,N,N,,,,,,,,,,
SNYK-GOLANG-GITHUBCOMTIDWALLGJSON-1055821,Regular Expression Denial of Service (ReDoS),Go,github.com/tidwall/gjson,1.6.5,https://github.com/tidwall/gjson,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-GOLANG-GITHUBCOMTIDWALLGJSON-1055821,Y,github release note,github release note,,Y,summary of fix; affected component,fix reference; affected component listed,N,N,,,,
SNYK-GOLANG-K8SIOKOPS-1012426,Cryptographic Issues,Go,k8s.io/kops,1.18.0,https://github.com/kubernetes/kops,https://github.com/kubernetes/kops/releases/tag/v1.18.0,https://github.com/kubernetes/kops/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kops/blob/master/docs/contributing/release.md ; https://github.com/kubernetes/kops/blob/master/docs/release-process.md ; https://github.com/kubernetes/kops/blob/master/docs/welcome/releases.md ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/amazonlinux2/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos7/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/centos8/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/containeros/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/coreos/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian10/etc/os-release ; https://github.com/kubernetes/kops/blob/master/util/pkg/distributions/tests/debian8/etc/os-release ; https://github.com/ku,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKOPS-1012426,N,N,N,,,,,,,,,,
SNYK-GOLANG-K8SIOKUBERNETESPKGFEATURES-536841,Insecure Defaults,Go,k8s.io/kubernetes/pkg/features,1.14.0-alpha.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.14.0-alpha.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGFEATURES-536841,Y,changelog,changelog,,Y,summary of fix; pr reference; affected component,fix reference; affected component listed,Y,Y,potential breaking changes; affected configuration,affected configuration; breaking change notice,,
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.15.10,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.15.10,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Y,changelog,changelog,,Y,summary of fix; pr reference; affected component,fix reference; affected component listed,Y,N,,,,
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.16.6,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.16.6,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,N,N,N,,,,,,,,,,
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.17.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,N,N,N,,,,,,,,,,
SNYK-GOLANG-K8SIOKUBERNETESPKGVOLUMERBD-1048859,Information Exposure,Go,k8s.io/kubernetes/pkg/volume/rbd,1.20.0-alpha.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.20.0-alpha.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGVOLUMERBD-1048859,Y,changelog,changelog,,Y,summary of fix; pr reference; affected component,fix reference; affected component listed,Y,Y,breaking changes; affected api listed; pr reference,breaking change notice; affected api listed; code change reference,,
SNYK-JAVA-COMCAPITALONEDASHBOARD-1042970,Cryptographic Issues,Maven,com.capitalone.dashboard:core,3.6.9,https://github.com/Hygieia/hygieia-core,https://github.com/hygieia/hygieia-core/releases/tag/v3.6.9,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMCAPITALONEDASHBOARD-1042970,Y,github release note,github release note,,Y,pull request; relevant commit log; vulnerability type,fix reference; vulnerability description,Y,N,,,,
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.6.7.3,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,N,N,N,,,,,,,,,,
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.7.9.4,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,N,N,N,,,,,,,,,,
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.8.11.2,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Y,changelog; release note,changelog,,Y,CVE identifier listed; link to fix commit; link to issue; commit log; vulnerability discription,fix reference; vulnerability description; advisory reference,Y,N,,,,
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.5,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Y,changelog; release note,changelog,,N,CVE identifier listed; link to fix commit; link to issue; commit log; vulnerability discription,fix reference; vulnerability description; advisory reference,Y,N,,,"Included in v2.9.6, but not 2.9.5",
SNYK-JAVA-COMGOOGLEPROTOBUF-173761,Integer Overflow,Maven,com.google.protobuf:protobuf-java,3.4.0,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf/releases/tag/v3.4.0,https://github.com/protocolbuffers/protobuf/blob/master/CHANGES.txt ; https://github.com/protocolbuffers/protobuf/blob/master/csharp/CHANGES.txt,https://snyk.io/vuln/SNYK-JAVA-COMGOOGLEPROTOBUF-173761,Y,github release note,github release note,,Y,summary of fix; link to issue; CVE mentioned,fix reference; advisory reference,Y,N,,,"The repo was not listed here, manually found the repo",
SNYK-JAVA-COMSHOPIZER-567251,Improper Input Validation,Maven,com.shopizer:sm-core-model,2.11.0,https://github.com/shopizer-ecommerce/shopizer,not found through script,https://github.com/shopizer-ecommerce/shopizer/blob/master/RELEASE-NOTES.md,https://snyk.io/vuln/SNYK-JAVA-COMSHOPIZER-567251,N,N,N,,,,,,,,,,
SNYK-JAVA-COMVAADIN-1069817,Timing Attack,Maven,com.vaadin:vaadin-server,8.12.3,https://github.com/vaadin/framework,https://github.com/vaadin/framework/releases/tag/8.12.3,https://github.com/vaadin/framework/blob/master/all/src/main/templates/release-notes.html ; https://github.com/vaadin/framework/blob/master/test/servlet-containers/karaf/karaf-run/apache-karaf-4.2.1-minimal/RELEASE-NOTES.md ; https://github.com/vaadin/framework/blob/master/uitest/src/main/resources/com/vaadin/tests/components/tree/TreeContainerChange ; https://github.com/vaadin/framework/blob/master/uitest/src/main/webapp/VAADIN/themes/tests-tickets/layouts/Ticket1519_News.html,https://snyk.io/vuln/SNYK-JAVA-COMVAADIN-1069817,Y,github release note,github release note,,Y,pull request; summary of fix; security notice; vulnerability type,fix reference; vulnerability description,Y,N,,,,
SNYK-JAVA-COMVAADIN-1074927,Timing Attack,Maven,com.vaadin:flow-server,6.0.0,https://github.com/vaadin/flow,https://github.com/vaadin/flow/releases/tag/6.0.0,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMVAADIN-1074927,Y,github release note,github release note,,N,N,N,Y,Y,breaking changes; deprecations; pr reference; affected component listed,breaking change notice; affected api listed; code change reference,"There is pull request, but it's not listed in the release note",
SNYK-JAVA-ORGAPACHEACTIVEMQ-32101,Information Exposure,Maven,org.apache.activemq:activemq-openwire-generator,5.15.3,no repository listed,not found through script,,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEACTIVEMQ-32101,N,N,N,,,,,,,,,,
SNYK-JAVA-ORGAPACHEACTIVEMQ-450204,Cross-site Scripting (XSS),Maven,org.apache.activemq:activemq-web,5.15.12,https://github.com/apache/activemq,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEACTIVEMQ-450204,N,N,N,,,,,,,,,,
SNYK-JAVA-ORGAPACHECAMEL-569125,Rebind Flaw,Maven,org.apache.camel:camel-spring,2.25.1,https://github.com/apache/camel,not found through script,https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/change-data-capture.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/exchangeProperty-language.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/message-history.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/xchange-component.adoc ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/component/xchange ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/configurer/xchange-component ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/c,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHECAMEL-569125,Y,homepage release announcement,homepage announcement,,Y,pull request; security notice; vulnerability description; CVE mentioned,fix reference; security notice; vulnerability description; advisory reference; affected versions listed,N,N,,,,
SNYK-JAVA-ORGAPACHECAMEL-569125,Rebind Flaw,Maven,org.apache.camel:camel-spring,3.2.0,https://github.com/apache/camel,not found through script,https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/change-data-capture.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/exchangeProperty-language.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/message-history.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/xchange-component.adoc ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/component/xchange ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/configurer/xchange-component ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/c,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHECAMEL-569125,Y,homepage release announcement,homepage announcement,,Y,pull request; security notice; vulnerability description; CVE mentioned,fix reference; security notice; vulnerability description; advisory reference; affected versions listed,N,N,,,,
SNYK-JAVA-ORGAPACHEDERBY-32274,Security Bypass,Maven,org.apache.derby:derby,10.14.2.0,no repository listed,not found through script,,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEDERBY-32274,Y,homepage release announcement,homepage announcement,,Y,security notice; vulnerability description; advisory reference,security notice; vulnerability description; advisory reference,Y,N,,,https://www.securityfocus.com/bid/104140/info,
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,2.7.7,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,Y,homepage release announcement,homepage announcement,,Y,,,Y,N,,,,
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,2.8.5,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,Y,homepage release announcement,homepage announcement,,N,,,Y,N,,,,
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,2.9.2,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,Y,homepage release announcement,homepage announcement,,N,,,Y,N,,,,
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,3.0.3,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,Y,homepage release announcement,homepage announcement,,N,,,Y,N,,,,
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,3.1.1,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,Y,homepage release announcement,homepage announcement,,N,,,Y,N,,,,
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.10.2,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,N,N,N,,,,,,,,,,
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.12.1,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,N,N,N,,,,,,,,,,
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.4.6,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,N,N,N,,,,,,,,,,
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.6.6,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,N,N,N,,,,,,,,,,
